1544180985.442806, 170, 171
1544181987.010636, 158, 190
1544182989.211735, 160, 190
1544183991.392137, 140, 190
1544184994.3841531, 158, 190
1544185999.8180192, 170, 171
1544186005.529334, 158, 190
1544187010.836407, 158, 180
1544188014.5878139, 160, 180
1544189035.066823, 160, 180
